Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
FCRN_A,carpk/sigma_10_loss_mse_patch_32_128x128_epochs_3,carpk,train,7.159,9.365,7.523%,9.309%,16.832%
FCRN_A,carpk/sigma_10_loss_mse_patch_32_128x128_epochs_3,carpk,val,7.26,10.402,9.849%,6.340%,16.189%
FCRN_A,carpk/sigma_10_loss_mse_patch_32_128x128_epochs_3,carpk,test,14.734,17.447,2.154%,12.083%,14.238%
