Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
UNet,carpk/sigma_10_loss_mse_full_img_epochs_10_lr_1e-4,carpk,train,3.108,3.877,1.542%,5.764%,7.306%
UNet,carpk/sigma_10_loss_mse_full_img_epochs_10_lr_1e-4,carpk,val,2.933,3.936,2.006%,4.536%,6.541%
UNet,carpk/sigma_10_loss_mse_full_img_epochs_10_lr_1e-4,carpk,test,19.28,23.538,18.406%,0.224%,18.631%
