Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
FCRN_A,carpk/sigma_10_loss_mae_patch_32_128x128_epochs_15,carpk,train,42.528,45.036,99.983%,0.000%,99.983%
FCRN_A,carpk/sigma_10_loss_mae_patch_32_128x128_epochs_15,carpk,val,44.835,46.867,99.984%,0.000%,99.984%
FCRN_A,carpk/sigma_10_loss_mae_patch_32_128x128_epochs_15,carpk,test,103.476,110.63,99.993%,0.000%,99.993%
