Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
FCRN_A,vgg_cells/n_64_sigma_5_randseed_641_loss_logcosh_patch_4_128x128,vgg_cells,train,4.3,5.536,2.188%,0.304%,2.492%
FCRN_A,vgg_cells/n_64_sigma_5_randseed_641_loss_logcosh_patch_4_128x128,vgg_cells,val,4.74,6.377,2.361%,0.075%,2.436%
FCRN_A,vgg_cells/n_64_sigma_5_randseed_641_loss_logcosh_patch_4_128x128,vgg_cells,test,4.132,5.792,2.118%,0.292%,2.410%
