Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
FCRN_A,carpk/sigma_10_loss_logcosh_patch_32_128x128_4_epochs,carpk,train,6.378,7.551,2.871%,12.123%,14.994%
FCRN_A,carpk/sigma_10_loss_logcosh_patch_32_128x128_4_epochs,carpk,val,6.443,7.923,4.584%,9.784%,14.369%
FCRN_A,carpk/sigma_10_loss_logcosh_patch_32_128x128_4_epochs,carpk,test,14.438,18.176,4.490%,9.462%,13.952%
