Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
FCRN_A,vgg_cells/n_64_sigma_5_randseed_642_loss_mse_patch_4_128x128,vgg_cells,train,2.215,2.818,0.442%,0.739%,1.181%
FCRN_A,vgg_cells/n_64_sigma_5_randseed_642_loss_mse_patch_4_128x128,vgg_cells,val,2.49,3.075,1.036%,0.450%,1.485%
FCRN_A,vgg_cells/n_64_sigma_5_randseed_642_loss_mse_patch_4_128x128,vgg_cells,test,2.004,2.686,0.528%,0.641%,1.168%
