Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
FCRN_A,vgg_cells/n_32_sigma_5_randseed_324_loss_logcosh_patch_4_128x128,vgg_cells,train,5.38,6.533,0.228%,2.448%,2.676%
FCRN_A,vgg_cells/n_32_sigma_5_randseed_324_loss_logcosh_patch_4_128x128,vgg_cells,val,4.549,5.706,0.253%,2.411%,2.664%
FCRN_A,vgg_cells/n_32_sigma_5_randseed_324_loss_logcosh_patch_4_128x128,vgg_cells,test,4.647,5.456,0.338%,2.373%,2.710%
