Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
UNet,vgg_cells/n_64_sigma_5_randseed_643_loss_mse_patch_4_128x128,vgg_cells,train,2.886,3.823,1.218%,0.355%,1.573%
UNet,vgg_cells/n_64_sigma_5_randseed_643_loss_mse_patch_4_128x128,vgg_cells,val,3.574,4.915,1.542%,0.500%,2.042%
UNet,vgg_cells/n_64_sigma_5_randseed_643_loss_mse_patch_4_128x128,vgg_cells,test,3.32,4.507,1.402%,0.534%,1.936%
