Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
UNet,shanghai_tech/part_b/sigma_10_loss_mse_full_img_epochs_50,shanghai_tech/part_b,train,16.817,21.123,13.321%,0.265%,13.586%
UNet,shanghai_tech/part_b/sigma_10_loss_mse_full_img_epochs_50,shanghai_tech/part_b,val,22.27,32.253,17.878%,0.880%,18.758%
UNet,shanghai_tech/part_b/sigma_10_loss_mse_full_img_epochs_50,shanghai_tech/part_b,test,24.849,39.062,18.828%,1.260%,20.088%
