Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
FCRN_A,vgg_cells/n_64_sigma_5_randseed_644_loss_mse_full_img,vgg_cells,train,2.507,3.575,1.147%,0.207%,1.353%
FCRN_A,vgg_cells/n_64_sigma_5_randseed_644_loss_mse_full_img,vgg_cells,val,2.604,3.347,1.004%,0.509%,1.514%
FCRN_A,vgg_cells/n_64_sigma_5_randseed_644_loss_mse_full_img,vgg_cells,test,2.839,3.773,1.149%,0.507%,1.655%
