Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
UNet,vgg_cells/n_64_sigma_5_randseed_642_loss_logcosh_patch_4_128x128,vgg_cells,train,2.735,3.463,1.138%,0.319%,1.457%
UNet,vgg_cells/n_64_sigma_5_randseed_642_loss_logcosh_patch_4_128x128,vgg_cells,val,3.14,4.198,1.635%,0.238%,1.873%
UNet,vgg_cells/n_64_sigma_5_randseed_642_loss_logcosh_patch_4_128x128,vgg_cells,test,2.612,3.715,1.248%,0.275%,1.523%
