Architecture_Name,Experiment_Name,Dataset_Name,Dataset_Split,MAE,RMSE,Underestimate,Overestimate,Difference
UNet,carpk/sigma_10_loss_mse_full_img_epochs_1,carpk,train,20.821,23.646,1.480%,47.469%,48.950%
UNet,carpk/sigma_10_loss_mse_full_img_epochs_1,carpk,val,21.348,24.362,2.254%,45.352%,47.606%
UNet,carpk/sigma_10_loss_mse_full_img_epochs_1,carpk,test,47.402,52.212,0.000%,45.807%,45.807%
